Year,Month,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.
1853,1,-1.801,2.186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1853,2,-2.334,1.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1853,3,-2.398,2.308,-1.478,1.155,NaN,NaN,NaN,NaN,NaN,NaN
1853,4,-1.692,1.804,-1.537,1.163,NaN,NaN,NaN,NaN,NaN,NaN
1853,5,-1.157,1.429,-1.598,1.210,NaN,NaN,NaN,NaN,NaN,NaN
1853,6,-1.758,2.296,-1.721,1.261,NaN,NaN,NaN,NaN,NaN,NaN
1853,7,-0.780,1.256,-1.613,1.172,NaN,NaN,NaN,NaN,NaN,NaN
1853,8,-1.096,1.363,-1.474,1.124,NaN,NaN,NaN,NaN,NaN,NaN
1853,9,-2.062,1.664,-1.304,1.027,NaN,NaN,NaN,NaN,NaN,NaN
1853,10,-1.387,1.029,-1.284,1.026,NaN,NaN,NaN,NaN,NaN,NaN
1853,11,-2.395,1.903,-1.243,1.019,NaN,NaN,NaN,NaN,NaN,NaN
1853,12,-1.789,2.693,-1.113,0.844,NaN,NaN,NaN,NaN,NaN,NaN
1854,1,-0.509,2.708,-1.089,0.866,NaN,NaN,NaN,NaN,NaN,NaN
1854,2,-0.664,2.218,-1.069,0.926,NaN,NaN,NaN,NaN,NaN,NaN
1854,3,-0.357,2.113,-1.022,0.855,-1.118,0.898,NaN,NaN,NaN,NaN
1854,4,-1.457,1.919,-1.022,0.978,-1.124,0.908,NaN,NaN,NaN,NaN
1854,5,-0.666,1.273,-0.957,1.088,-1.139,0.938,NaN,NaN,NaN,NaN
1854,6,-0.191,1.653,-0.937,0.986,-1.122,0.922,NaN,NaN,NaN,NaN
1854,7,-0.500,1.844,-0.979,0.932,-1.135,0.923,NaN,NaN,NaN,NaN
1854,8,-0.855,1.479,-1.050,1.047,-1.154,0.958,NaN,NaN,NaN,NaN
1854,9,-1.489,1.240,-1.117,1.067,-1.152,0.978,NaN,NaN,NaN,NaN
1854,10,-1.388,2.559,-1.048,1.101,-1.157,0.991,NaN,NaN,NaN,NaN
1854,11,-1.619,1.328,-1.038,1.103,-1.183,1.011,NaN,NaN,NaN,NaN
1854,12,-1.547,1.683,-1.036,1.188,-1.193,1.019,NaN,NaN,NaN,NaN
1855,1,-1.011,1.390,-1.020,1.096,-1.202,1.007,NaN,NaN,NaN,NaN
1855,2,-1.522,2.553,-1.006,1.061,-1.202,1.009,NaN,NaN,NaN,NaN
1855,3,-1.158,1.098,-1.009,1.135,-1.201,1.010,NaN,NaN,NaN,NaN
1855,4,-0.628,1.855,-0.909,0.941,-1.220,1.020,NaN,NaN,NaN,NaN
1855,5,-0.551,1.425,-0.877,0.915,-1.225,1.055,NaN,NaN,NaN,NaN
1855,6,-0.170,1.097,-0.838,0.941,-1.247,1.085,-1.059,0.821,NaN,NaN
1855,7,-0.302,0.874,-0.946,1.072,-1.262,1.137,-1.064,0.815,NaN,NaN
1855,8,-0.684,1.314,-1.008,1.072,-1.254,1.158,-1.074,0.819,NaN,NaN
1855,9,-1.530,0.998,-1.052,1.093,-1.236,1.170,-1.079,0.818,NaN,NaN
1855,10,-0.183,0.852,-1.060,1.114,-1.248,1.211,-1.075,0.819,NaN,NaN
1855,11,-1.234,1.072,-1.144,1.201,-1.253,1.253,-1.064,0.814,NaN,NaN
1855,12,-1.082,2.215,-1.224,1.203,-1.240,1.234,-1.050,0.788,NaN,NaN
1856,1,-2.312,2.622,-1.299,1.311,-1.247,1.244,-1.059,0.775,NaN,NaN
1856,2,-2.269,2.512,-1.305,1.358,-1.244,1.247,-1.046,0.757,NaN,NaN
1856,3,-1.681,1.898,-1.274,1.391,-1.228,1.252,-1.038,0.752,NaN,NaN
1856,4,-0.722,2.063,-1.340,1.629,-1.229,1.266,-1.026,0.746,NaN,NaN
1856,5,-1.557,2.042,-1.433,1.764,-1.213,1.306,-1.015,0.734,NaN,NaN
1856,6,-1.132,1.786,-1.295,1.785,-1.187,1.264,-1.005,0.727,NaN,NaN
1856,7,-1.209,2.001,-1.189,1.754,-1.189,1.233,-1.004,0.717,NaN,NaN
1856,8,-0.746,2.246,-1.165,1.772,-1.193,1.213,-1.011,0.710,NaN,NaN
1856,9,-1.157,1.471,-1.173,1.788,-1.210,1.215,-1.006,0.704,NaN,NaN
1856,10,-0.975,3.183,-1.235,1.766,-1.195,1.224,-0.999,0.685,NaN,NaN
1856,11,-2.355,2.535,-1.274,1.816,-1.191,1.236,-0.990,0.678,NaN,NaN
1856,12,0.576,2.044,-1.265,1.804,-1.192,1.256,-0.983,0.666,NaN,NaN
1857,1,-1.046,2.053,-1.223,1.644,-1.195,1.246,-0.990,0.645,NaN,NaN
1857,2,-1.975,2.784,-1.238,1.518,-1.198,1.242,-0.979,0.629,NaN,NaN
1857,3,-1.781,1.926,-1.223,1.499,-1.204,1.255,-0.966,0.615,NaN,NaN
1857,4,-1.464,1.806,-1.293,1.346,-1.171,1.233,-0.962,0.598,NaN,NaN
1857,5,-2.022,2.234,-1.259,1.313,-1.156,1.228,-0.967,0.595,NaN,NaN
1857,6,-1.026,1.073,-1.445,1.445,-1.145,1.225,-0.967,0.598,NaN,NaN
1857,7,-0.710,0.862,-1.580,1.556,-1.141,1.180,-0.969,0.581,NaN,NaN
1857,8,-0.919,0.822,-1.572,1.478,-1.133,1.131,-0.967,0.574,NaN,NaN
1857,9,-0.975,1.111,-1.534,1.507,-1.132,1.104,-0.959,0.563,NaN,NaN
1857,10,-1.823,1.464,-1.613,1.621,-1.125,1.079,-0.962,0.556,NaN,NaN
1857,11,-1.944,2.133,-1.564,1.684,-1.116,1.073,-0.946,0.546,NaN,NaN
1857,12,-1.657,2.932,-1.563,1.688,-1.108,1.069,-0.950,0.529,-0.790,0.421
1858,1,-2.669,3.878,-1.600,1.808,-1.117,1.061,-0.938,0.528,-0.787,0.422
1858,2,-1.879,1.714,-1.605,1.798,-1.131,1.059,-0.930,0.545,-0.796,0.414
1858,3,-1.325,2.190,-1.611,1.799,-1.134,1.051,-0.920,0.538,-0.796,0.413
1858,4,-2.410,3.071,-1.584,1.820,-1.146,1.049,-0.923,0.548,-0.795,0.414
1858,5,-1.436,3.061,-1.541,1.790,-1.130,1.022,-0.919,0.553,-0.792,0.414
1858,6,-1.010,1.509,-1.422,1.555,-1.100,0.954,-0.910,0.546,-0.792,0.414
1858,7,-1.158,1.749,-1.250,1.324,-1.084,0.889,-0.900,0.550,-0.791,0.412
1858,8,-0.969,1.054,-1.169,1.203,-1.032,0.819,-0.901,0.559,-0.793,0.412
1858,9,-1.056,1.056,-1.173,1.152,-1.014,0.784,-0.896,0.560,-0.790,0.409
1858,10,-1.491,1.612,-1.018,1.001,-1.001,0.734,-0.889,0.570,-0.791,0.405
1858,11,-1.435,1.874,-0.935,0.871,-0.962,0.689,-0.886,0.588,-0.787,0.401
1858,12,-0.221,2.011,-0.871,0.879,-0.927,0.660,-0.888,0.569,-0.787,0.394
1859,1,-0.605,1.113,-0.831,0.771,-0.904,0.626,-0.885,0.557,-0.787,0.389
1859,2,-0.909,1.092,-0.837,0.819,-0.912,0.599,-0.882,0.536,-0.787,0.385
1859,3,-1.373,1.588,-0.902,0.789,-0.895,0.572,-0.893,0.522,-0.790,0.382
1859,4,-0.549,1.333,-0.732,0.751,-0.875,0.514,-0.879,0.512,-0.785,0.385
1859,5,-0.442,1.353,-0.672,0.700,-0.842,0.471,-0.878,0.502,-0.784,0.385
1859,6,-0.239,1.356,-0.724,0.741,-0.844,0.458,-0.882,0.499,-0.782,0.382
1859,7,-0.683,0.798,-0.737,0.607,-0.846,0.421,-0.871,0.489,-0.786,0.381
1859,8,-1.042,1.040,-0.750,0.534,-0.805,0.361,-0.879,0.482,-0.784,0.378
1859,9,-1.834,0.959,-0.728,0.427,-0.780,0.325,-0.869,0.487,-0.779,0.378
1859,10,0.552,1.503,-0.699,0.389,-0.767,0.298,-0.858,0.468,-0.778,0.374
1859,11,-0.716,1.577,-0.661,0.370,-0.751,0.293,-0.847,0.462,-0.778,0.373
1859,12,-0.845,1.769,-0.618,0.381,-0.742,0.298,-0.829,0.454,-0.767,0.373
1860,1,-0.763,2.209,-0.633,0.402,-0.736,0.293,-0.816,0.447,-0.759,0.370
1860,2,-1.067,1.770,-0.671,0.448,-0.732,0.297,-0.799,0.428,-0.759,0.367
1860,3,-1.104,1.370,-0.662,0.502,-0.718,0.299,-0.788,0.422,-0.763,0.362
1860,4,-0.205,1.042,-0.782,0.568,-0.705,0.313,-0.783,0.416,-0.764,0.361
1860,5,0.014,0.889,-0.743,0.559,-0.667,0.308,-0.783,0.423,-0.759,0.361
1860,6,0.275,1.698,-0.614,0.705,-0.652,0.334,-0.782,0.424,-0.752,0.362
1860,7,-0.860,1.265,-0.662,0.681,-0.614,0.360,-0.783,0.428,-0.752,0.361
1860,8,-1.505,1.654,-0.504,0.762,-0.606,0.373,-0.786,0.423,-0.755,0.360
1860,9,-1.715,1.680,-0.460,0.759,-0.605,0.397,-0.777,0.417,-0.753,0.360
1860,10,-0.899,0.795,-0.442,0.832,-0.598,0.419,-0.788,0.416,-0.747,0.362
1860,11,-0.245,1.487,-0.374,0.937,-0.586,0.445,-0.782,0.407,-0.739,0.366
1860,12,0.710,3.372,-0.317,1.045,-0.579,0.448,-0.780,0.389,-0.743,0.364
1861,1,-1.340,2.088,-0.231,1.057,-0.554,0.457,-0.767,0.375,-0.746,0.366
1861,2,0.820,2.411,-0.207,1.142,-0.558,0.445,-0.747,0.364,-0.750,0.369
1861,3,-0.576,1.218,-0.075,1.234,-0.565,0.444,-0.741,0.352,-0.747,0.373
1861,4,0.011,1.777,0.018,1.326,-0.548,0.459,-0.741,0.340,-0.746,0.377
1861,5,0.835,1.738,0.005,1.298,-0.560,0.469,-0.734,0.333,-0.747,0.376
1861,6,0.955,1.327,-0.016,1.085,-0.588,0.489,-0.725,0.334,-0.749,0.377
1861,7,0.177,0.808,-0.001,1.066,-0.581,0.499,-0.716,0.328,-0.748,0.374
1861,8,-1.211,1.259,-0.028,1.041,-0.570,0.511,-0.708,0.325,-0.749,0.372
1861,9,-0.137,0.996,-0.006,1.086,-0.575,0.525,-0.695,0.319,-0.751,0.373
1861,10,0.216,1.544,-0.062,1.115,-0.563,0.523,-0.682,0.308,-0.751,0.369
1861,11,-0.398,1.488,-0.221,1.047,-0.564,0.531,-0.654,0.300,-0.751,0.370
1861,12,0.453,1.565,-0.340,0.972,-0.572,0.536,-0.653,0.300,-0.754,0.366
1862,1,-1.159,1.814,-0.385,1.067,-0.548,0.534,-0.638,0.300,-0.753,0.354
1862,2,0.504,2.093,-0.339,1.123,-0.560,0.534,-0.618,0.285,-0.750,0.357
1862,3,-0.312,1.733,-0.338,1.193,-0.534,0.532,-0.608,0.285,-0.747,0.356
1862,4,-0.662,2.206,-0.443,1.204,-0.545,0.543,-0.591,0.288,-0.742,0.350
1862,5,-1.075,1.735,-0.386,1.155,-0.537,0.561,-0.578,0.286,-0.738,0.345
1862,6,-0.473,1.361,-0.485,1.257,-0.513,0.562,-0.579,0.286,-0.737,0.342
1862,7,-0.361,1.852,-0.420,1.258,-0.491,0.539,-0.565,0.288,-0.736,0.341
1862,8,-0.664,1.504,-0.580,1.148,-0.466,0.520,-0.561,0.294,-0.737,0.344
1862,9,-0.129,1.504,-0.657,1.081,-0.444,0.510,-0.552,0.295,-0.735,0.343
1862,10,-1.043,1.594,-0.767,0.950,-0.442,0.512,-0.538,0.294,-0.736,0.343
1862,11,0.286,2.216,-0.739,0.895,-0.451,0.507,-0.532,0.302,-0.728,0.342
1862,12,-0.734,1.882,-0.751,0.957,-0.456,0.512,-0.518,0.309,-0.718,0.333
1863,1,-0.381,2.433,-0.692,0.951,-0.448,0.490,-0.508,0.302,-0.716,0.335
1863,2,-1.410,3.006,-0.734,0.929,-0.440,0.491,-0.508,0.300,-0.712,0.335
1863,3,-1.234,0.615,-0.846,0.969,-0.420,0.487,-0.506,0.305,-0.703,0.330
1863,4,-1.991,1.889,-0.799,1.106,-0.431,0.494,-0.490,0.311,-0.700,0.325
1863,5,-0.731,2.030,-1.002,1.321,-0.435,0.497,-0.483,0.314,-0.694,0.323
1863,6,-0.617,1.909,-1.102,1.362,-0.460,0.473,-0.480,0.309,-0.684,0.314
1863,7,0.344,2.310,-1.083,1.387,-0.450,0.459,-0.469,0.312,-0.683,0.311
1863,8,-1.170,1.997,-0.989,1.196,-0.462,0.453,-0.473,0.309,-0.679,0.310
1863,9,-1.476,1.547,-1.026,1.116,-0.468,0.437,-0.472,0.305,-0.675,0.309
1863,10,-0.476,2.775,-0.843,0.835,-0.481,0.425,-0.469,0.308,-0.670,0.307
1863,11,-2.143,1.405,-0.826,0.571,-0.506,0.400,-0.460,0.314,-0.662,0.308
1863,12,-1.936,1.399,-0.834,0.402,-0.523,0.392,-0.469,0.321,-0.654,0.300
1864,1,-0.157,0.912,-0.799,0.360,-0.528,0.394,-0.468,0.331,-0.652,0.299
1864,2,-0.282,2.013,-0.850,0.500,-0.504,0.383,-0.466,0.337,-0.653,0.298
1864,3,-1.678,1.286,-0.749,0.707,-0.496,0.381,-0.464,0.339,-0.654,0.300
1864,4,0.210,2.268,-0.716,0.939,-0.490,0.378,-0.465,0.336,-0.653,0.297
1864,5,-0.533,1.557,-0.558,1.080,-0.465,0.370,-0.473,0.340,-0.654,0.295
1864,6,-0.709,1.727,-0.348,1.101,-0.462,0.370,-0.472,0.348,-0.658,0.297
1864,7,0.758,1.608,-0.287,1.074,-0.429,0.367,-0.475,0.347,-0.660,0.293
1864,8,-1.774,1.656,-0.229,1.069,-0.432,0.364,-0.469,0.350,-0.658,0.290
1864,9,-0.267,1.967,-0.074,0.968,-0.435,0.367,-0.455,0.349,-0.656,0.291
1864,10,-0.076,0.834,-0.095,0.772,-0.416,0.363,-0.464,0.357,-0.656,0.283
1864,11,-0.254,1.511,-0.096,0.612,-0.404,0.343,-0.461,0.358,-0.650,0.280
1864,12,0.592,1.227,-0.039,0.479,-0.415,0.337,-0.447,0.366,-0.645,0.273
1865,1,0.563,1.140,-0.134,0.411,-0.394,0.335,-0.441,0.358,-0.641,0.271
1865,2,0.422,1.053,-0.073,0.381,-0.389,0.338,-0.432,0.356,-0.637,0.263
1865,3,0.184,0.712,-0.092,0.332,-0.386,0.331,-0.436,0.355,-0.635,0.262
1865,4,-0.047,1.072,-0.212,0.361,-0.371,0.316,-0.449,0.351,-0.630,0.258
1865,5,-0.544,1.391,-0.234,0.307,-0.396,0.349,-0.453,0.349,-0.629,0.258
1865,6,-0.023,1.123,-0.351,0.302,-0.384,0.362,-0.446,0.351,-0.629,0.258
1865,7,-0.387,1.141,-0.457,0.282,-0.402,0.344,-0.440,0.340,-0.628,0.258
1865,8,-1.039,0.876,-0.484,0.361,-0.410,0.302,-0.436,0.340,-0.629,0.256
1865,9,-0.492,0.454,-0.576,0.341,-0.407,0.290,-0.428,0.336,-0.630,0.254
1865,10,-1.523,0.902,-0.637,0.278,-0.382,0.280,-0.420,0.332,-0.633,0.254
1865,11,-0.515,1.009,-0.648,0.267,-0.380,0.272,-0.413,0.336,-0.634,0.252
1865,12,-0.808,1.285,-0.651,0.288,-0.381,0.267,-0.437,0.336,-0.627,0.247
1866,1,-0.712,0.916,-0.632,0.368,-0.385,0.271,-0.432,0.333,-0.619,0.242
1866,2,0.102,1.040,-0.526,0.368,-0.389,0.283,-0.454,0.326,-0.610,0.239
1866,3,-0.919,0.973,-0.452,0.439,-0.380,0.290,-0.455,0.318,-0.603,0.237
1866,4,-0.785,0.977,-0.278,0.496,-0.391,0.308,-0.465,0.314,-0.601,0.234
1866,5,-0.679,1.315,-0.147,0.510,-0.360,0.312,-0.480,0.313,-0.594,0.234
1866,6,-0.061,0.815,-0.024,0.480,-0.350,0.300,-0.493,0.315,-0.591,0.232
1866,7,-0.152,1.266,0.102,0.457,-0.355,0.294,-0.492,0.312,-0.589,0.230
1866,8,0.236,1.044,0.123,0.400,-0.362,0.292,-0.486,0.308,-0.588,0.232
1866,9,0.386,1.065,0.155,0.440,-0.353,0.275,-0.496,0.308,-0.585,0.232
1866,10,0.574,1.216,0.261,0.522,-0.367,0.257,-0.503,0.309,-0.576,0.234
1866,11,1.053,0.986,0.289,0.525,-0.381,0.254,-0.511,0.306,-0.563,0.230
1866,12,0.666,1.052,0.198,0.623,-0.372,0.249,-0.525,0.312,-0.565,0.230
1867,1,0.796,1.485,0.289,0.595,-0.403,0.246,-0.515,0.310,-0.560,0.228
1867,2,0.359,1.016,0.236,0.626,-0.379,0.243,-0.522,0.318,-0.554,0.227
1867,3,-0.533,1.129,0.208,0.572,-0.376,0.242,-0.528,0.320,-0.548,0.226
1867,4,0.492,1.052,0.149,0.508,-0.384,0.242,-0.521,0.315,-0.548,0.228
1867,5,-0.352,0.350,-0.038,0.594,-0.386,0.229,-0.508,0.303,-0.546,0.231
1867,6,-1.149,1.183,-0.097,0.653,-0.382,0.246,-0.506,0.300,-0.542,0.232
1867,7,0.940,0.951,-0.286,0.586,-0.391,0.251,-0.502,0.298,-0.544,0.233
1867,8,-0.400,0.839,-0.473,0.608,-0.398,0.273,-0.507,0.295,-0.541,0.235
1867,9,0.052,0.705,-0.515,0.529,-0.428,0.282,-0.510,0.295,-0.540,0.237
1867,10,-0.136,0.806,-0.594,0.521,-0.455,0.280,-0.510,0.293,-0.534,0.239
1867,11,-1.192,2.154,-0.621,0.518,-0.455,0.280,-0.509,0.298,-0.527,0.240
1867,12,-0.040,1.849,-0.578,0.620,-0.436,0.272,-0.487,0.293,-0.522,0.243
1868,1,-1.475,0.748,-0.646,0.676,-0.431,0.267,-0.494,0.287,-0.521,0.244
1868,2,-1.888,1.867,-0.733,0.649,-0.431,0.270,-0.494,0.276,-0.522,0.246
1868,3,-1.028,1.064,-0.816,0.618,-0.435,0.273,-0.485,0.271,-0.520,0.251
1868,4,-0.466,1.412,-0.897,0.614,-0.409,0.267,-0.477,0.270,-0.509,0.257
1868,5,-0.666,1.282,-0.823,0.509,-0.391,0.285,-0.468,0.277,-0.509,0.262
1868,6,-0.635,1.402,-0.929,0.527,-0.414,0.302,-0.458,0.281,-0.505,0.263
1868,7,0.121,1.126,-0.848,0.678,-0.415,0.308,-0.467,0.290,-0.503,0.267
1868,8,-1.444,0.844,-0.746,0.600,-0.445,0.316,-0.457,0.300,-0.505,0.268
1868,9,-0.937,0.722,-0.754,0.542,-0.443,0.330,-0.453,0.315,-0.497,0.271
1868,10,-1.111,0.856,-0.768,0.426,-0.450,0.340,-0.451,0.328,-0.493,0.274
1868,11,-0.305,1.200,-0.829,0.397,-0.453,0.353,-0.438,0.335,-0.488,0.282
1868,12,-1.312,1.614,-0.787,0.413,-0.463,0.364,-0.420,0.335,-0.484,0.288
1869,1,-0.507,2.154,-0.891,0.430,-0.455,0.349,-0.419,0.346,-0.485,0.290
1869,2,-0.666,1.732,-0.798,0.485,-0.467,0.354,-0.425,0.337,-0.491,0.293
1869,3,-1.117,0.832,-0.728,0.482,-0.497,0.354,-0.416,0.334,-0.487,0.297
1869,4,-0.638,1.210,-0.684,0.501,-0.517,0.354,-0.426,0.323,-0.491,0.299
1869,5,-1.389,0.918,-0.687,0.475,-0.557,0.357,-0.431,0.314,-0.486,0.304
1869,6,-0.141,0.696,-0.510,0.448,-0.587,0.358,-0.434,0.302,-0.488,0.307
1869,7,-1.121,0.784,-0.463,0.479,-0.602,0.350,-0.449,0.295,-0.489,0.307
1869,8,-0.332,0.850,-0.410,0.470,-0.612,0.377,-0.437,0.295,-0.489,0.311
1869,9,-0.093,0.536,-0.452,0.494,-0.620,0.379,-0.443,0.292,-0.480,0.311
1869,10,-0.585,1.204,-0.538,0.512,-0.626,0.379,-0.453,0.290,-0.484,0.313
1869,11,-0.340,0.534,-0.465,0.481,-0.612,0.372,-0.453,0.279,-0.482,0.314
1869,12,0.815,1.094,-0.362,0.409,-0.596,0.362,-0.462,0.279,-0.480,0.317
1870,1,0.057,0.867,-0.277,0.357,-0.611,0.359,-0.467,0.281,-0.478,0.316
1870,2,-0.031,1.418,-0.333,0.356,-0.626,0.354,-0.474,0.284,-0.472,0.311
1870,3,-1.629,1.035,-0.389,0.373,-0.633,0.366,-0.481,0.284,-0.467,0.307
1870,4,-1.662,0.924,-0.334,0.353,-0.648,0.371,-0.476,0.281,-0.466,0.307
1870,5,-0.520,1.164,-0.259,0.415,-0.623,0.349,-0.475,0.282,-0.464,0.308
1870,6,1.100,1.165,-0.510,0.426,-0.590,0.334,-0.476,0.280,-0.467,0.310
1870,7,-0.104,0.919,-0.580,0.457,-0.586,0.338,-0.473,0.283,-0.463,0.309
1870,8,-1.006,0.439,-0.719,0.513,-0.578,0.340,-0.473,0.282,-0.458,0.311
1870,9,-0.766,0.521,-0.650,0.550,-0.563,0.337,-0.482,0.285,-0.450,0.311
1870,10,0.083,0.814,-0.612,0.582,-0.573,0.350,-0.477,0.285,-0.448,0.311
1870,11,0.549,1.605,-0.641,0.622,-0.556,0.371,-0.486,0.287,-0.443,0.307
1870,12,-2.195,1.402,-0.786,0.676,-0.536,0.386,-0.475,0.289,-0.448,0.302
1871,1,-0.780,1.228,-0.752,0.685,-0.549,0.393,-0.472,0.284,-0.450,0.297
1871,2,-1.705,1.695,-0.707,0.678,-0.525,0.395,-0.473,0.281,-0.454,0.292
1871,3,-0.799,0.934,-0.760,0.670,-0.527,0.410,-0.465,0.285,-0.452,0.290
1871,4,-1.202,1.153,-0.819,0.643,-0.512,0.404,-0.461,0.288,-0.450,0.286
1871,5,-0.868,0.891,-0.977,0.618,-0.515,0.405,-0.455,0.291,-0.453,0.284
1871,6,-0.637,0.645,-0.890,0.621,-0.490,0.407,-0.457,0.298,-0.455,0.283
1871,7,0.299,0.568,-0.831,0.652,-0.483,0.429,-0.462,0.296,-0.455,0.284
1871,8,-0.470,0.520,-0.709,0.740,-0.487,0.415,-0.468,0.301,-0.452,0.281
1871,9,-1.392,0.487,-0.728,0.853,-0.480,0.424,-0.474,0.298,-0.452,0.279
1871,10,-0.628,0.836,-0.616,0.874,-0.486,0.424,-0.469,0.291,-0.456,0.275
1871,11,-1.352,1.314,-0.505,0.808,-0.482,0.416,-0.472,0.284,-0.458,0.270
1871,12,-1.147,1.179,-0.468,0.768,-0.496,0.405,-0.477,0.284,-0.464,0.272
1872,1,-0.067,3.035,-0.490,0.836,-0.495,0.402,-0.483,0.277,-0.464,0.270
1872,2,-0.246,1.872,-0.556,0.794,-0.494,0.403,-0.489,0.284,-0.474,0.267
1872,3,-1.026,1.579,-0.473,0.846,-0.509,0.405,-0.489,0.282,-0.472,0.265
1872,4,0.140,1.680,-0.508,0.856,-0.522,0.391,-0.505,0.284,-0.469,0.260
1872,5,0.466,0.890,-0.367,0.732,-0.521,0.382,-0.515,0.285,-0.468,0.256
1872,6,-0.189,1.060,-0.109,0.729,-0.542,0.364,-0.506,0.281,-0.464,0.256
1872,7,0.025,0.918,-0.207,0.549,-0.544,0.356,-0.523,0.279,-0.462,0.253
1872,8,-1.257,1.039,-0.303,0.440,-0.550,0.347,-0.521,0.279,-0.465,0.251
1872,9,-0.399,0.887,-0.229,0.344,-0.533,0.334,-0.528,0.281,-0.464,0.249
1872,10,-1.050,0.918,-0.330,0.315,-0.497,0.327,-0.530,0.280,-0.465,0.245
1872,11,0.342,1.077,-0.341,0.325,-0.495,0.333,-0.522,0.272,-0.472,0.247
1872,12,1.947,1.926,-0.277,0.325,-0.515,0.338,-0.527,0.271,-0.468,0.246
1873,1,-1.236,1.145,-0.332,0.301,-0.514,0.352,-0.534,0.273,-0.465,0.238
1873,2,-1.404,0.762,-0.230,0.333,-0.516,0.350,-0.536,0.274,-0.456,0.232
1873,3,-0.136,0.907,-0.283,0.368,-0.530,0.352,-0.535,0.279,-0.452,0.231
1873,4,-1.065,1.308,-0.214,0.350,-0.546,0.349,-0.528,0.289,-0.451,0.231
1873,5,0.329,0.694,-0.285,0.309,-0.581,0.326,-0.535,0.298,-0.450,0.234
1873,6,0.580,0.718,-0.429,0.313,-0.536,0.310,-0.531,0.311,-0.447,0.236
1873,7,-0.640,0.602,-0.336,0.345,-0.529,0.289,-0.536,0.319,-0.451,0.244
1873,8,-0.022,0.298,-0.295,0.346,-0.501,0.276,-0.536,0.323,-0.448,0.250
1873,9,-1.038,1.152,-0.340,0.433,-0.487,0.280,-0.522,0.331,-0.450,0.254
1873,10,-0.222,0.470,-0.335,0.454,-0.472,0.280,-0.516,0.334,-0.453,0.262
1873,11,-0.511,0.595,-0.456,0.419,-0.456,0.278,-0.516,0.341,-0.452,0.262
1873,12,0.219,1.130,-0.590,0.414,-0.451,0.284,-0.499,0.341,-0.453,0.260
1874,1,-0.122,1.569,-0.624,0.444,-0.469,0.301,-0.503,0.342,-0.466,0.261
1874,2,-0.916,0.649,-0.646,0.480,-0.468,0.307,-0.516,0.343,-0.474,0.256
1874,3,-0.665,1.192,-0.642,0.456,-0.451,0.308,-0.510,0.347,-0.475,0.250
1874,4,-1.013,0.448,-0.735,0.455,-0.421,0.293,-0.516,0.351,-0.484,0.246
1874,5,-1.119,0.556,-0.715,0.424,-0.387,0.272,-0.500,0.355,-0.490,0.243
1874,6,-1.034,1.126,-0.770,0.391,-0.367,0.267,-0.505,0.358,-0.490,0.242
1874,7,-1.049,0.567,-0.767,0.331,-0.365,0.249,-0.503,0.355,-0.495,0.239
1874,8,-0.279,0.711,-0.722,0.337,-0.367,0.245,-0.509,0.356,-0.487,0.238
1874,9,-0.994,0.557,-0.719,0.321,-0.358,0.244,-0.504,0.358,-0.490,0.236
1874,10,-1.331,0.350,-0.590,0.351,-0.384,0.243,-0.503,0.349,-0.495,0.234
1874,11,-0.278,0.729,-0.533,0.359,-0.418,0.250,-0.502,0.347,-0.503,0.230
1874,12,-0.435,0.877,-0.457,0.351,-0.417,0.246,-0.512,0.344,-0.512,0.232
1875,1,-0.090,0.479,-0.369,0.337,-0.435,0.250,-0.515,0.345,-0.523,0.233
1875,2,-0.376,0.623,-0.439,0.370,-0.416,0.250,-0.511,0.333,-0.529,0.232
1875,3,-0.634,0.694,-0.490,0.372,-0.424,0.247,-0.499,0.330,-0.534,0.235
1875,4,0.536,0.771,-0.454,0.402,-0.413,0.247,-0.483,0.332,-0.540,0.232
1875,5,-0.436,0.670,-0.558,0.388,-0.421,0.245,-0.476,0.339,-0.543,0.233
1875,6,-0.115,1.007,-0.480,0.376,-0.464,0.250,-0.488,0.346,-0.542,0.235
1875,7,0.004,0.628,-0.506,0.385,-0.483,0.249,-0.485,0.353,-0.543,0.238
1875,8,-1.116,0.425,-0.475,0.368,-0.494,0.248,-0.481,0.354,-0.541,0.238
1875,9,-1.610,0.581,-0.421,0.351,-0.506,0.261,-0.472,0.356,-0.543,0.238
1875,10,-0.893,0.503,-0.488,0.335,-0.484,0.265,-0.476,0.357,-0.541,0.234
1875,11,-1.531,0.680,-0.444,0.366,-0.514,0.267,-0.474,0.341,-0.543,0.236
1875,12,0.504,0.724,-0.465,0.403,-0.526,0.273,-0.459,0.332,-0.545,0.236
1876,1,-0.406,0.925,-0.528,0.429,-0.524,0.284,-0.467,0.321,-0.547,0.232
1876,2,-0.000,0.685,-0.471,0.466,-0.547,0.294,-0.454,0.314,-0.547,0.230
1876,3,0.014,1.448,-0.368,0.459,-0.518,0.295,-0.449,0.316,-0.545,0.231
1876,4,-0.272,1.197,-0.195,0.397,-0.520,0.305,-0.435,0.311,-0.543,0.231
1876,5,0.090,0.829,-0.010,0.418,-0.517,0.321,-0.427,0.309,-0.543,0.234
1876,6,-0.364,0.886,-0.049,0.442,-0.509,0.319,-0.418,0.308,-0.549,0.237
