Year,Month,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.
1984,8,0.948,0.182,0.655,0.070,0.051,0.068,0.187,0.062,0.061,0.088
1984,9,0.052,0.329,0.546,0.078,0.040,0.067,0.194,0.055,0.056,0.087
1984,10,-0.049,0.303,0.540,0.090,0.059,0.064,0.205,0.053,0.052,0.085
1984,11,1.144,0.218,0.583,0.090,0.068,0.061,0.207,0.049,0.047,0.085
1984,12,1.320,0.347,0.588,0.096,0.089,0.061,0.206,0.043,0.040,0.086
1985,1,1.263,0.104,0.609,0.076,0.103,0.061,0.210,0.041,0.031,0.087
1985,2,0.229,0.383,0.499,0.089,0.121,0.065,0.228,0.039,0.028,0.089
1985,3,-0.508,0.330,0.527,0.105,0.136,0.065,0.246,0.038,0.024,0.088
1985,4,-0.096,0.544,0.472,0.081,0.164,0.065,0.256,0.036,0.025,0.089
1985,5,-0.043,0.191,0.358,0.084,0.166,0.061,0.261,0.036,0.023,0.091
1985,6,1.524,0.333,0.324,0.084,0.193,0.058,0.263,0.037,0.027,0.091
1985,7,1.527,0.439,0.380,0.100,0.216,0.054,0.270,0.037,0.026,0.093
1985,8,-0.372,0.183,0.415,0.106,0.247,0.057,0.276,0.036,0.023,0.092
1985,9,0.381,0.342,0.429,0.123,0.235,0.054,0.267,0.033,0.024,0.090
1985,10,-0.699,0.227,0.501,0.117,0.213,0.050,0.269,0.031,0.022,0.088
1985,11,-0.232,0.244,0.537,0.125,0.212,0.051,0.279,0.029,0.023,0.086
1985,12,0.916,0.413,0.451,0.130,0.229,0.054,0.289,0.025,0.031,0.084
1986,1,1.939,0.447,0.265,0.132,0.257,0.050,0.279,0.023,0.036,0.085
1986,2,0.642,0.347,0.228,0.127,0.266,0.051,0.274,0.022,0.048,0.083
1986,3,-0.338,0.288,0.172,0.139,0.280,0.044,0.258,0.022,0.046,0.083
1986,4,0.766,0.194,0.261,0.137,0.288,0.043,0.242,0.023,0.052,0.082
1986,5,0.386,0.199,0.289,0.140,0.307,0.043,0.246,0.023,0.054,0.083
1986,6,0.492,0.235,0.233,0.130,0.335,0.041,0.232,0.025,0.056,0.084
1986,7,-0.701,0.246,0.159,0.107,0.383,0.045,0.228,0.027,0.056,0.085
1986,8,-0.815,0.274,0.046,0.091,0.394,0.044,0.245,0.027,0.053,0.083
1986,9,-0.289,0.337,-0.005,0.103,0.394,0.037,0.253,0.026,0.062,0.083
1986,10,0.364,0.276,-0.091,0.103,0.404,0.037,0.255,0.027,0.067,0.081
1986,11,0.111,0.274,-0.057,0.107,0.423,0.039,0.246,0.029,0.071,0.080
1986,12,0.237,0.306,-0.045,0.112,0.412,0.039,0.230,0.030,0.069,0.078
1987,1,1.051,0.254,0.053,0.110,0.382,0.039,0.230,0.027,0.069,0.076
1987,2,-0.707,0.169,0.238,0.094,0.373,0.043,0.218,0.029,0.073,0.074
1987,3,-0.955,0.327,0.302,0.095,0.392,0.040,0.207,0.029,0.070,0.075
1987,4,-0.261,0.366,0.294,0.094,0.415,0.041,0.199,0.031,0.067,0.074
1987,5,0.792,0.145,0.338,0.078,0.414,0.044,0.183,0.031,0.079,0.074
1987,6,0.629,0.199,0.340,0.081,0.391,0.040,0.184,0.031,0.078,0.073
1987,7,0.481,0.116,0.256,0.103,0.377,0.040,0.193,0.031,0.077,0.071
1987,8,1.406,0.183,0.363,0.108,0.405,0.043,0.185,0.030,0.077,0.070
1987,9,0.473,0.269,0.351,0.097,0.431,0.045,0.177,0.030,0.082,0.069
1987,10,0.274,0.220,0.242,0.077,0.443,0.052,0.181,0.029,0.086,0.066
1987,11,0.633,0.405,0.155,0.077,0.461,0.055,0.180,0.029,0.092,0.064
1987,12,0.267,0.197,0.188,0.059,0.445,0.054,0.183,0.028,0.097,0.061
1988,1,0.034,0.296,0.264,0.068,0.433,0.054,0.185,0.029,0.097,0.060
1988,2,0.582,0.237,0.203,0.072,0.452,0.060,0.183,0.030,0.103,0.057
1988,3,-1.093,0.214,0.277,0.082,0.437,0.061,0.174,0.030,0.107,0.056
1988,4,-1.576,0.376,0.341,0.090,0.462,0.058,0.167,0.030,0.102,0.055
1988,5,-0.253,0.159,0.348,0.107,0.472,0.058,0.170,0.030,0.106,0.054
1988,6,1.023,0.399,0.424,0.093,0.469,0.051,0.182,0.033,0.111,0.054
1988,7,1.395,0.217,0.537,0.109,0.437,0.053,0.187,0.035,0.118,0.053
1988,8,0.674,0.134,0.492,0.107,0.425,0.051,0.180,0.036,0.118,0.052
1988,9,1.369,0.264,0.649,0.112,0.425,0.053,0.167,0.034,0.123,0.050
1988,10,1.035,0.274,0.829,0.125,0.403,0.053,0.166,0.033,0.132,0.048
1988,11,0.715,0.149,0.898,0.135,0.399,0.052,0.157,0.035,0.133,0.046
1988,12,1.176,0.212,0.878,0.138,0.382,0.052,0.154,0.036,0.136,0.045
1989,1,1.393,0.832,0.717,0.130,0.392,0.050,0.168,0.037,0.140,0.045
1989,2,0.049,0.264,0.696,0.107,0.426,0.048,0.179,0.036,0.147,0.044
1989,3,0.790,0.323,0.681,0.118,0.443,0.046,0.165,0.038,0.151,0.043
1989,4,0.577,0.217,0.709,0.120,0.434,0.044,0.166,0.039,0.154,0.043
1989,5,0.586,0.252,0.738,0.140,0.413,0.045,0.176,0.041,0.162,0.043
1989,6,0.783,0.282,0.634,0.137,0.400,0.050,0.163,0.044,0.162,0.044
1989,7,-0.543,0.211,0.552,0.084,0.385,0.053,0.153,0.045,0.164,0.043
1989,8,0.427,0.507,0.711,0.086,0.384,0.055,0.149,0.046,0.166,0.043
1989,9,1.181,0.376,0.732,0.074,0.374,0.059,0.144,0.044,0.169,0.041
1989,10,1.375,0.125,0.735,0.069,0.339,0.062,0.137,0.045,0.174,0.040
1989,11,1.061,0.201,0.774,0.072,0.297,0.064,0.126,0.046,0.174,0.039
1989,12,-0.075,0.337,0.752,0.076,0.278,0.062,0.114,0.047,0.172,0.038
1990,1,0.419,0.326,0.867,0.090,0.282,0.061,0.103,0.047,0.170,0.038
1990,2,1.952,0.347,0.892,0.128,0.248,0.062,0.105,0.048,0.171,0.038
1990,3,1.041,0.282,0.755,0.094,0.218,0.060,0.112,0.048,0.173,0.037
1990,4,0.612,0.147,0.704,0.089,0.198,0.059,0.122,0.049,0.179,0.037
1990,5,1.058,0.261,0.648,0.082,0.194,0.061,0.128,0.049,0.182,0.037
1990,6,0.520,0.348,0.713,0.082,0.173,0.058,0.116,0.049,0.187,0.037
1990,7,0.838,0.350,0.682,0.074,0.154,0.056,0.101,0.051,0.194,0.037
1990,8,0.725,0.368,0.512,0.056,0.119,0.054,0.103,0.052,0.196,0.037
1990,9,-0.464,0.220,0.397,0.047,0.114,0.053,0.101,0.053,0.195,0.037
1990,10,0.762,0.189,0.298,0.059,0.120,0.052,0.104,0.053,0.195,0.036
1990,11,0.383,0.312,0.224,0.077,0.128,0.052,0.101,0.054,0.193,0.036
1990,12,0.705,0.387,0.137,0.091,0.135,0.059,0.104,0.053,0.201,0.036
1991,1,0.056,0.250,0.057,0.103,0.117,0.060,0.093,0.054,0.195,0.036
1991,2,-0.094,0.284,0.100,0.116,0.094,0.058,0.090,0.055,0.196,0.036
1991,3,-0.336,0.350,0.200,0.099,0.053,0.058,0.086,0.055,0.190,0.037
1991,4,-0.578,0.219,0.122,0.108,0.044,0.056,0.088,0.055,0.185,0.039
1991,5,0.174,0.277,-0.005,0.136,0.007,0.058,0.086,0.055,0.191,0.038
1991,6,-0.534,0.179,-0.109,0.141,-0.028,0.061,0.080,0.055,0.191,0.039
1991,7,-0.118,0.312,-0.104,0.154,-0.047,0.062,0.088,0.055,0.186,0.039
1991,8,1.244,0.231,-0.159,0.158,-0.036,0.063,0.092,0.055,0.194,0.040
1991,9,0.732,0.163,-0.262,0.157,-0.065,0.066,0.107,0.054,0.200,0.041
1991,10,-0.174,0.230,-0.406,0.183,-0.072,0.070,0.109,0.052,0.207,0.040
1991,11,-1.139,0.277,-0.568,0.177,-0.071,0.072,0.102,0.053,0.210,0.040
1991,12,-0.544,0.356,-0.564,0.162,-0.087,0.075,0.095,0.055,0.209,0.040
1992,1,0.120,0.279,-0.493,0.144,-0.076,0.075,0.075,0.057,0.210,0.039
1992,2,-0.749,0.362,-0.650,0.161,-0.074,0.075,0.084,0.056,0.203,0.040
1992,3,-1.574,0.490,-0.825,0.170,-0.103,0.078,0.086,0.056,0.206,0.039
1992,4,-2.312,0.583,-0.884,0.167,-0.141,0.080,0.081,0.054,0.211,0.039
1992,5,-1.766,0.266,-0.757,0.164,-0.162,0.085,0.085,0.053,0.214,0.039
1992,6,-0.481,0.577,-0.794,0.168,-0.162,0.085,0.080,0.053,0.226,0.039
1992,7,0.727,0.201,-0.897,0.162,-0.171,0.083,0.074,0.053,0.231,0.038
1992,8,-0.639,0.232,-0.960,0.158,-0.195,0.085,0.063,0.053,0.234,0.038
1992,9,-1.374,0.226,-0.948,0.145,-0.207,0.085,0.051,0.053,0.240,0.038
1992,10,-0.876,0.299,-0.856,0.147,-0.198,0.085,0.051,0.053,0.243,0.039
1992,11,0.382,0.332,-0.688,0.171,-0.206,0.089,0.047,0.056,0.237,0.039
1992,12,-0.985,0.475,-0.530,0.179,-0.212,0.089,0.044,0.057,0.243,0.039
1993,1,-1.115,0.367,-0.563,0.199,-0.232,0.093,0.046,0.056,0.248,0.039
1993,2,-1.500,0.297,-0.569,0.176,-0.245,0.096,0.060,0.056,0.252,0.038
1993,3,-1.431,0.297,-0.544,0.170,-0.236,0.096,0.083,0.055,0.257,0.037
1993,4,-1.208,0.190,-0.433,0.149,-0.253,0.098,0.102,0.056,0.257,0.038
1993,5,0.248,0.529,-0.589,0.149,-0.271,0.099,0.112,0.056,0.262,0.037
1993,6,1.406,0.700,-0.581,0.138,-0.260,0.095,0.111,0.058,0.273,0.038
1993,7,0.334,0.531,-0.470,0.140,-0.251,0.094,0.119,0.057,0.273,0.039
1993,8,-0.711,0.298,-0.283,0.125,-0.245,0.093,0.115,0.056,0.275,0.038
1993,9,-1.069,0.304,-0.243,0.134,-0.253,0.092,0.113,0.057,0.275,0.039
1993,10,0.450,0.274,-0.132,0.134,-0.226,0.091,0.115,0.057,0.272,0.040
1993,11,-1.485,0.311,-0.098,0.143,-0.226,0.091,0.110,0.058,0.271,0.040
1993,12,-0.888,0.231,-0.229,0.159,-0.221,0.092,0.106,0.059,0.276,0.040
1994,1,0.210,0.223,-0.247,0.120,-0.215,0.088,0.107,0.061,0.286,0.039
1994,2,0.747,0.368,-0.145,0.121,-0.242,0.090,0.115,0.062,0.285,0.039
1994,3,-0.947,0.455,-0.102,0.113,-0.229,0.092,0.123,0.061,0.277,0.040
1994,4,0.127,0.385,-0.212,0.117,-0.217,0.091,0.122,0.062,0.272,0.040
1994,5,0.647,0.351,-0.108,0.118,-0.210,0.091,0.131,0.063,0.277,0.041
1994,6,-0.162,0.492,-0.040,0.114,-0.210,0.091,0.132,0.064,0.278,0.041
1994,7,0.115,0.493,-0.065,0.104,-0.235,0.092,0.147,0.064,0.272,0.043
1994,8,0.521,0.187,-0.087,0.109,-0.216,0.090,0.145,0.062,0.265,0.042
1994,9,-0.562,0.186,0.022,0.101,-0.202,0.092,0.144,0.064,0.263,0.042
1994,10,-0.861,0.303,0.103,0.110,-0.177,0.089,0.143,0.064,0.263,0.043
1994,11,-0.241,0.380,0.099,0.105,-0.127,0.087,0.141,0.065,0.261,0.043
1994,12,-0.078,0.397,0.124,0.097,-0.118,0.085,0.137,0.065,0.250,0.044
1995,1,-0.089,0.223,0.088,0.117,-0.134,0.088,0.130,0.064,0.244,0.044
1995,2,0.487,0.333,0.037,0.109,-0.122,0.089,0.115,0.064,0.250,0.043
1995,3,0.363,0.240,0.091,0.115,-0.115,0.092,0.101,0.064,0.253,0.043
1995,4,1.100,0.269,0.142,0.111,-0.097,0.091,0.102,0.064,0.250,0.043
1995,5,0.595,0.202,0.106,0.109,-0.100,0.090,0.103,0.064,0.256,0.043
1995,6,0.145,0.388,0.223,0.114,-0.085,0.091,0.110,0.065,0.250,0.044
1995,7,-0.319,0.278,0.280,0.119,-0.062,0.089,0.118,0.067,0.251,0.045
1995,8,-0.091,0.209,0.266,0.106,0.001,0.087,0.116,0.069,0.257,0.046
1995,9,0.084,0.212,0.164,0.107,0.051,0.086,0.124,0.069,0.260,0.045
1995,10,-0.245,0.211,0.160,0.098,0.084,0.087,0.122,0.071,0.263,0.045
1995,11,-0.680,0.229,0.124,0.089,0.095,0.090,0.108,0.072,0.265,0.046
1995,12,1.326,0.112,0.092,0.093,0.087,0.093,0.113,0.071,0.269,0.046
1996,1,0.591,0.273,0.138,0.097,0.121,0.088,0.110,0.072,0.262,0.048
1996,2,0.319,0.257,0.117,0.102,0.137,0.085,0.118,0.070,0.261,0.048
1996,3,-0.851,0.353,0.234,0.102,0.172,0.083,0.121,0.070,0.257,0.049
1996,4,1.041,0.097,0.303,0.105,0.185,0.081,0.128,0.071,0.260,0.048
1996,5,0.166,0.138,0.298,0.100,0.213,0.080,0.137,0.070,0.260,0.048
1996,6,-0.239,0.191,0.140,0.105,0.240,0.080,0.150,0.070,0.255,0.049
1996,7,0.241,0.374,-0.020,0.107,0.262,0.079,0.145,0.069,0.262,0.048
1996,8,-0.345,0.200,-0.015,0.100,0.265,0.078,0.144,0.071,0.266,0.048
1996,9,1.479,0.190,-0.009,0.093,0.310,0.077,0.146,0.072,0.273,0.048
1996,10,0.588,0.241,-0.159,0.093,0.316,0.076,0.159,0.071,0.271,0.048
1996,11,-0.738,0.307,-0.069,0.088,0.333,0.078,0.174,0.070,0.271,0.049
1996,12,-0.571,0.252,-0.045,0.083,0.351,0.080,0.189,0.069,0.263,0.050
1997,1,-1.329,0.223,-0.085,0.093,0.369,0.083,0.190,0.069,0.257,0.050
1997,2,0.379,0.223,-0.052,0.091,0.363,0.083,0.188,0.069,0.260,0.050
1997,3,-0.773,0.379,-0.254,0.096,0.391,0.083,0.205,0.069,0.269,0.050
1997,4,-0.761,0.147,-0.286,0.096,0.427,0.081,0.223,0.068,0.269,0.050
1997,5,1.239,0.313,-0.205,0.098,0.445,0.079,0.245,0.067,0.274,0.050
1997,6,0.055,0.185,-0.166,0.098,0.436,0.077,0.268,0.068,0.274,0.050
1997,7,-0.245,0.292,-0.032,0.111,0.431,0.076,0.270,0.068,0.275,0.050
1997,8,0.051,0.185,0.125,0.121,0.424,0.075,0.282,0.067,0.273,0.050
1997,9,-0.947,0.201,0.322,0.130,0.408,0.076,0.302,0.068,0.272,0.050
1997,10,0.213,0.287,0.446,0.142,0.401,0.076,0.305,0.069,0.271,0.050
1997,11,0.230,0.413,0.420,0.149,0.412,0.075,0.294,0.070,0.269,0.051
1997,12,-0.100,0.290,0.491,0.129,0.432,0.076,0.303,0.071,0.271,0.051
1998,1,0.276,0.407,0.710,0.124,0.467,0.079,0.311,0.071,0.277,0.050
1998,2,2.260,0.358,0.727,0.125,0.477,0.080,0.321,0.071,0.277,0.050
1998,3,1.591,0.239,0.894,0.136,0.484,0.081,0.340,0.071,0.286,0.050
1998,4,0.734,0.334,0.979,0.119,0.498,0.083,0.347,0.070,0.295,0.049
1998,5,0.923,0.111,0.974,0.100,0.486,0.082,0.355,0.073,0.292,0.050
1998,6,0.907,0.389,1.041,0.092,0.486,0.083,0.365,0.075,0.293,0.051
1998,7,2.388,0.349,1.145,0.074,0.471,0.083,0.359,0.077,0.292,0.051
1998,8,0.247,0.166,1.037,0.072,0.481,0.083,0.370,0.074,0.290,0.051
1998,9,1.059,0.189,1.051,0.073,0.495,0.084,0.383,0.074,0.287,0.051
1998,10,1.238,0.194,1.028,0.074,0.482,0.088,0.378,0.075,0.283,0.052
1998,11,0.165,0.158,1.091,0.085,0.501,0.088,0.386,0.074,0.283,0.052
1998,12,0.711,0.188,1.092,0.101,0.520,0.088,0.398,0.074,0.281,0.052
1999,1,1.522,0.338,0.993,0.101,0.505,0.093,0.404,0.073,0.278,0.053
1999,2,0.958,0.374,0.988,0.108,0.530,0.096,0.392,0.072,0.279,0.053
1999,3,1.766,0.221,0.989,0.109,0.522,0.097,0.389,0.072,0.273,0.052
1999,4,0.460,0.287,0.997,0.118,0.535,0.095,0.377,0.070,0.271,0.053
1999,5,1.677,0.190,1.050,0.124,0.558,0.091,0.378,0.072,0.264,0.053
1999,6,0.919,0.284,0.944,0.119,0.588,0.089,0.393,0.073,0.257,0.053
1999,7,1.202,0.298,0.783,0.103,0.616,0.090,0.390,0.075,0.260,0.053
1999,8,0.175,0.138,0.710,0.088,0.592,0.089,0.381,0.076,0.264,0.053
1999,9,1.071,0.298,0.510,0.075,0.612,0.092,0.381,0.075,0.260,0.054
1999,10,1.340,0.212,0.531,0.074,0.622,0.093,0.389,0.076,0.250,0.054
1999,11,0.796,0.234,0.494,0.077,0.616,0.094,0.397,0.075,0.245,0.055
1999,12,-0.561,0.193,0.532,0.085,0.654,0.091,0.386,0.073,0.244,0.054
2000,1,-0.409,0.235,0.578,0.096,0.674,0.089,0.385,0.072,0.241,0.054
2000,2,0.086,0.185,0.605,0.100,0.687,0.091,0.395,0.071,0.236,0.054
2000,3,-0.632,0.231,0.561,0.102,0.720,0.092,0.394,0.071,0.233,0.054
2000,4,0.715,0.104,0.495,0.103,0.706,0.091,0.378,0.072,0.234,0.054
2000,5,1.233,0.251,0.314,0.104,0.687,0.088,0.383,0.071,0.233,0.054
2000,6,1.365,0.267,0.472,0.105,0.691,0.086,0.384,0.070,0.234,0.055
2000,7,1.758,0.222,0.480,0.115,0.683,0.082,0.401,0.071,0.231,0.055
2000,8,0.496,0.215,0.547,0.117,0.642,0.080,0.411,0.071,0.232,0.056
2000,9,0.543,0.230,0.602,0.134,0.628,0.078,0.419,0.071,0.238,0.056
2000,10,0.550,0.371,0.563,0.155,0.610,0.073,0.422,0.071,0.234,0.057
2000,11,-1.377,0.275,0.566,0.155,0.614,0.076,0.429,0.071,0.236,0.056
2000,12,1.336,0.197,0.532,0.170,0.642,0.078,0.434,0.072,0.239,0.056
2001,1,-0.307,0.232,0.326,0.180,0.598,0.083,0.431,0.071,0.241,0.055
2001,2,0.891,0.245,0.385,0.186,0.603,0.080,0.431,0.070,0.246,0.055
2001,3,0.029,0.411,0.420,0.188,0.594,0.081,0.428,0.070,0.248,0.054
2001,4,0.242,0.375,0.489,0.160,0.570,0.084,0.431,0.070,0.249,0.054
2001,5,1.269,0.301,0.659,0.151,0.559,0.083,0.433,0.068,0.258,0.054
2001,6,0.956,0.395,0.646,0.142,0.557,0.083,0.429,0.069,0.268,0.054
2001,7,-0.713,0.172,0.701,0.136,0.547,0.084,0.436,0.071,0.271,0.054
2001,8,1.200,0.177,0.539,0.128,0.518,0.080,0.440,0.071,0.265,0.055
2001,9,0.966,0.231,0.576,0.119,0.467,0.081,0.440,0.071,0.261,0.056
2001,10,1.372,0.194,0.540,0.114,0.438,0.079,0.433,0.071,0.263,0.056
2001,11,0.666,0.178,0.507,0.100,0.423,0.081,0.441,0.070,0.268,0.056
2001,12,1.185,0.247,0.625,0.091,0.435,0.083,0.430,0.069,0.271,0.056
2002,1,0.354,0.185,0.762,0.090,0.411,0.085,0.439,0.068,0.270,0.056
2002,2,-1.059,0.240,0.729,0.095,0.398,0.086,0.436,0.068,0.270,0.056
2002,3,0.473,0.270,0.737,0.089,0.372,0.084,0.453,0.069,0.273,0.056
2002,4,-0.192,0.317,0.571,0.078,0.351,0.086,0.456,0.071,0.284,0.055
2002,5,0.878,0.153,0.438,0.079,0.350,0.087,0.464,0.072,0.289,0.055
2002,6,2.371,0.370,0.350,0.079,0.335,0.087,0.467,0.071,0.290,0.056
2002,7,0.931,0.397,0.304,0.078,0.339,0.087,0.476,0.072,0.288,0.056
2002,8,0.807,0.228,0.376,0.079,0.365,0.084,0.482,0.072,0.294,0.056
2002,9,1.063,0.114,0.402,0.086,0.380,0.082,0.494,0.073,0.301,0.057
2002,10,-0.619,0.334,0.387,0.090,0.356,0.083,0.492,0.072,0.305,0.057
2002,11,-0.933,0.280,0.413,0.084,0.355,0.080,0.490,0.071,0.299,0.058
2002,12,0.121,0.186,0.431,0.091,0.336,0.079,0.498,0.069,0.309,0.059
2003,1,-0.190,0.166,0.330,0.113,0.336,0.079,0.507,0.066,0.314,0.058
2003,2,-0.201,0.194,0.306,0.096,0.345,0.077,0.494,0.065,0.320,0.058
2003,3,0.793,0.358,0.263,0.108,0.353,0.074,0.489,0.064,0.328,0.058
2003,4,-0.380,0.359,0.297,0.117,0.347,0.071,0.487,0.063,0.339,0.058
2003,5,1.194,0.317,0.334,0.102,0.372,0.071,0.473,0.064,0.339,0.059
2003,6,2.590,0.463,0.372,0.097,0.381,0.071,0.475,0.065,0.335,0.061
2003,7,-0.290,0.293,0.468,0.095,0.391,0.070,0.465,0.066,0.338,0.062
2003,8,0.528,0.329,0.419,0.082,0.381,0.070,0.464,0.066,0.347,0.061
2003,9,0.546,0.253,0.246,0.082,0.361,0.069,0.460,0.066,0.359,0.063
2003,10,-0.207,0.301,0.170,0.087,0.380,0.067,0.452,0.067,NaN,NaN
2003,11,-0.499,0.185,0.134,0.081,0.366,0.062,0.455,0.067,NaN,NaN
2003,12,0.577,0.169,0.055,0.084,0.338,0.063,0.455,0.067,NaN,NaN
2004,1,0.966,0.337,0.062,0.086,0.367,0.064,0.448,0.068,NaN,NaN
2004,2,-0.788,0.224,-0.036,0.109,0.350,0.062,0.443,0.065,NaN,NaN
2004,3,-1.288,0.239,-0.121,0.092,0.358,0.060,0.424,0.066,NaN,NaN
2004,4,-1.286,0.295,-0.100,0.095,0.331,0.059,0.420,0.065,NaN,NaN
2004,5,0.759,0.224,0.003,0.101,0.323,0.059,0.396,0.066,NaN,NaN
2004,6,1.639,0.413,-0.166,0.099,0.273,0.059,0.382,0.067,NaN,NaN
2004,7,-0.205,0.276,-0.258,0.106,0.263,0.057,0.373,0.068,NaN,NaN
2004,8,-0.645,0.169,-0.057,0.096,0.281,0.057,0.384,0.068,NaN,NaN
2004,9,-0.471,0.124,0.074,0.106,0.293,0.058,0.377,0.066,NaN,NaN
2004,10,0.048,0.277,0.118,0.099,0.290,0.059,0.356,0.067,NaN,NaN
2004,11,0.735,0.189,0.153,0.100,0.311,0.060,0.349,0.068,NaN,NaN
2004,12,-1.460,0.192,0.038,0.088,0.280,0.060,0.352,0.069,NaN,NaN
2005,1,-0.134,0.183,0.200,0.087,0.279,0.063,0.352,0.071,NaN,NaN
2005,2,1.622,0.229,0.343,0.064,0.278,0.062,0.357,0.070,NaN,NaN
2005,3,0.292,0.253,0.467,0.058,0.267,0.065,0.365,0.070,NaN,NaN
2005,4,-0.762,0.321,0.476,0.048,0.278,0.065,0.366,0.070,NaN,NaN
2005,5,1.177,0.249,0.427,0.046,0.293,0.064,0.362,0.070,NaN,NaN
2005,6,0.260,0.355,0.703,0.052,0.304,0.064,0.358,0.071,NaN,NaN
2005,7,1.738,0.294,0.742,0.041,0.331,0.065,0.344,0.070,NaN,NaN
2005,8,1.074,0.331,0.628,0.043,0.346,0.064,0.348,0.070,NaN,NaN
2005,9,1.017,0.175,0.505,0.057,0.349,0.064,0.353,0.069,NaN,NaN
2005,10,0.152,0.185,0.687,0.052,0.365,0.066,0.346,0.069,NaN,NaN
2005,11,0.144,0.168,0.622,0.074,0.331,0.066,0.364,0.070,NaN,NaN
2005,12,1.857,0.183,0.539,0.080,0.307,0.067,0.366,0.071,NaN,NaN
2006,1,0.332,0.161,0.483,0.088,0.332,0.068,0.372,0.072,NaN,NaN
2006,2,0.253,0.184,0.408,0.079,0.325,0.072,0.374,0.072,NaN,NaN
2006,3,-1.187,0.267,0.443,0.079,0.326,0.074,0.375,0.071,NaN,NaN
2006,4,1.433,0.337,0.411,0.071,0.335,0.074,0.370,0.071,NaN,NaN
2006,5,0.393,0.306,0.414,0.087,0.352,0.076,0.379,0.070,NaN,NaN
2006,6,-0.733,0.326,0.109,0.091,0.354,0.077,0.386,0.071,NaN,NaN
2006,7,1.063,0.299,0.059,0.083,0.349,0.075,0.398,0.070,NaN,NaN
2006,8,0.178,0.172,0.039,0.081,0.367,0.072,0.386,0.070,NaN,NaN
2006,9,1.427,0.153,0.241,0.091,0.381,0.073,0.375,0.070,NaN,NaN
2006,10,-0.227,0.158,0.087,0.096,0.401,0.069,0.368,0.070,NaN,NaN
2006,11,0.187,0.305,0.235,0.103,0.369,0.069,0.363,0.071,NaN,NaN
2006,12,-1.812,0.242,0.335,0.093,0.330,0.068,0.354,0.073,NaN,NaN
2007,1,-0.267,0.165,0.320,0.093,0.335,0.068,0.349,0.075,NaN,NaN
2007,2,0.015,0.220,0.366,0.101,0.371,0.065,0.353,0.076,NaN,NaN
2007,3,1.232,0.301,0.285,0.113,0.383,0.063,0.340,0.076,NaN,NaN
2007,4,-0.417,0.328,0.304,0.118,0.362,0.064,0.344,0.075,NaN,NaN
2007,5,2.169,0.296,0.287,0.121,0.347,0.065,0.334,0.075,NaN,NaN
2007,6,0.476,0.203,0.506,0.133,0.369,0.065,0.312,0.074,NaN,NaN
2007,7,0.874,0.452,0.644,0.146,0.365,0.069,0.307,0.074,NaN,NaN
2007,8,0.734,0.141,0.702,0.139,0.349,0.070,0.305,0.074,NaN,NaN
2007,9,0.451,0.259,0.678,0.158,0.349,0.072,0.299,0.074,NaN,NaN
2007,10,0.005,0.146,0.763,0.174,0.377,0.069,0.305,0.076,NaN,NaN
2007,11,-0.012,0.149,0.512,0.165,0.370,0.073,0.305,0.076,NaN,NaN
2007,12,0.807,0.408,0.569,0.171,0.380,0.076,0.315,0.078,NaN,NaN
2008,1,1.394,0.269,0.596,0.156,0.351,0.076,0.318,0.075,NaN,NaN
2008,2,0.708,0.221,0.545,0.170,0.350,0.079,0.318,0.073,NaN,NaN
2008,3,0.948,0.280,0.559,0.168,0.352,0.080,0.316,0.071,NaN,NaN
2008,4,0.602,0.275,0.583,0.175,0.345,0.082,0.330,0.072,NaN,NaN
2008,5,-0.844,0.203,0.628,0.186,0.355,0.086,0.323,0.071,NaN,NaN
2008,6,1.159,0.287,0.620,0.164,0.351,0.087,0.305,0.072,NaN,NaN
2008,7,1.201,0.236,0.560,0.132,0.353,0.089,0.317,0.074,NaN,NaN
2008,8,0.115,0.329,0.525,0.104,0.366,0.087,0.325,0.074,NaN,NaN
2008,9,0.621,0.237,0.406,0.097,0.389,0.087,0.334,0.081,NaN,NaN
2008,10,0.296,0.144,0.352,0.073,0.360,0.086,NaN,NaN,NaN,NaN
2008,11,0.530,0.266,0.326,0.081,0.393,0.086,NaN,NaN,NaN,NaN
2008,12,0.706,0.265,0.168,0.077,0.435,0.090,NaN,NaN,NaN,NaN
2009,1,0.674,0.261,0.074,0.073,0.428,0.090,NaN,NaN,NaN,NaN
2009,2,0.286,0.259,0.193,0.072,0.422,0.092,NaN,NaN,NaN,NaN
2009,3,-0.479,0.220,0.160,0.080,0.392,0.094,NaN,NaN,NaN,NaN
2009,4,-0.038,0.377,0.037,0.083,0.404,0.094,NaN,NaN,NaN,NaN
2009,5,-1.163,0.289,-0.019,0.105,0.402,0.097,NaN,NaN,NaN,NaN
2009,6,-0.729,0.377,-0.092,0.126,0.435,0.100,NaN,NaN,NaN,NaN
2009,7,0.074,0.340,-0.180,0.137,0.435,0.104,NaN,NaN,NaN,NaN
2009,8,1.541,0.196,-0.146,0.121,0.425,0.102,NaN,NaN,NaN,NaN
2009,9,0.225,0.270,-0.084,0.127,0.387,0.101,NaN,NaN,NaN,NaN
2009,10,-1.184,0.256,-0.003,0.119,0.399,0.099,NaN,NaN,NaN,NaN
2009,11,-0.145,0.315,0.157,0.131,0.357,0.096,NaN,NaN,NaN,NaN
